user_id,data_source,age,gender_encoded,screen_time_hours,social_media_hours,gaming_hours,study_work_hours,sleep_hours,notifications_per_day,stress_level_norm,anxiety_score_norm,depression_score_norm,happiness_score_norm,focus_score_norm,productivity_score_norm,digital_dependence_norm,sleep_quality_norm,physical_activity_days,phone_unlocks,app_opens_per_day,weekend_screen_time,battery_drain_percent,addiction_severity,high_risk_flag,device_type_encoded,region,income_level,education_level,daily_role
1983,addiction_analysis,28,1,6.78,1.82,1.81,2,6.5,31,0.2,0.16,0.2067,0.9675,0.96,0.5554,0.5327,0.3571,5,67,36,8.28,19.7,2,1,4,Unknown,Unknown,Unknown,Unknown
1984,addiction_analysis,25,0,6.76,3.58,1.2,5.44,4.76,111,0.8,0.64,0.5933,0.564,0.7632,0.7716,0.3655,0.1086,2,98,71,8.85,22.3,1,0,4,Unknown,Unknown,Unknown,Unknown
1985,addiction_analysis,30,0.5,8.54,1.38,2.45,2.69,5.71,137,0.2,0.16,0.2067,0.9478,0.9807,0.6229,0.5845,0.2443,5,123,142,11.19,23.4,2,1,4,Unknown,Unknown,Unknown,Unknown
1986,addiction_analysis,27,0.5,9.08,1.82,0.56,1.88,5.46,151,0.5,0.4,0.45,0.7615,0.8064,0.4837,0.7671,0.2086,4,133,16,11.5,25.4,3,1,4,Unknown,Unknown,Unknown,Unknown
1987,addiction_analysis,22,0.5,5.77,4.46,1.37,5.68,6.29,47,0.5,0.4,0.45,0.7822,0.9204,0.855,0.6697,0.3271,4,65,98,7.61,21.1,3,1,4,Unknown,Unknown,Unknown,Unknown
1988,addiction_analysis,18,0.5,6.46,5.09,2.25,2.58,5.23,62,0.2,0.16,0.2067,0.9358,0.9774,0.6121,0.5233,0.1757,5,76,109,8.09,23.8,2,1,4,Unknown,Unknown,Unknown,Unknown
1989,addiction_analysis,22,1,8.59,2.36,2.4,2.47,8.69,237,0.8,0.64,0.66,0.6622,0.6741,0.4814,0.7526,0.67,2,164,36,9.9,25,3,1,4,Unknown,Unknown,Unknown,Unknown
1990,addiction_analysis,19,0,5.52,5.51,0.56,2.89,5.33,245,0.5,0.4,0.4167,0.7582,0.8367,0.5824,0.4957,0.19,4,142,173,7.52,22.1,2,1,4,Unknown,Unknown,Unknown,Unknown
1991,addiction_analysis,27,0.5,11.56,3.8,3.32,0.65,4.89,138,0.2,0.16,0.24,0.9272,0.9195,0.4235,0.84,0.1271,5,148,153,14.38,34.6,3,1,4,Unknown,Unknown,Unknown,Unknown
1992,addiction_analysis,25,1,8.31,5.45,1.53,1.65,8.36,233,0.2,0.16,0.2067,1,0.9495,0.5212,0.5777,0.6229,5,160,16,9.8,29,2,1,4,Unknown,Unknown,Unknown,Unknown
1993,addiction_analysis,21,1,10.55,3.73,2,2.16,8.01,230,0.2,0.16,0.24,1,0.9648,0.5711,0.8103,0.5729,5,176,106,11.07,32,3,1,4,Unknown,Unknown,Unknown,Unknown
1994,addiction_analysis,19,0.5,3.96,1.82,0.97,2.56,5.52,174,0.2,0.16,0.14,0.943,0.9768,0.6101,0.1165,0.2171,5,101,139,4.67,12.6,0,0,4,Unknown,Unknown,Unknown,Unknown
1995,addiction_analysis,18,1,4.65,3.7,1.37,1.05,5.16,235,0.8,0.64,0.5933,0.574,0.6315,0.3426,0.3034,0.1657,2,131,102,6.09,17.2,1,0,4,Unknown,Unknown,Unknown,Unknown
1996,addiction_analysis,34,1,9.66,2.45,2.4,0.51,6.52,179,0.5,0.4,0.4167,0.788,0.7653,0.3498,0.6175,0.36,4,149,51,10.73,27.8,2,1,4,Unknown,Unknown,Unknown,Unknown
1997,addiction_analysis,25,0.5,3.75,2.62,2.51,3.06,8.02,216,0.5,0.4,0.3833,0.8255,0.8418,0.599,0.277,0.5743,4,116,34,4.96,13.3,1,0,4,Unknown,Unknown,Unknown,Unknown
1998,addiction_analysis,27,0.5,10.54,2.94,3.13,1.15,5.83,213,0.8,0.64,0.6267,0.5908,0.6345,0.3524,0.6433,0.2614,2,170,105,11.53,30.8,2,1,4,Unknown,Unknown,Unknown,Unknown
1999,addiction_analysis,32,1,11.77,2.85,1.68,2.85,4.76,65,0.5,0.4,0.4167,0.744,0.8355,0.5785,0.6795,0.1086,4,120,135,13.89,33.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2000,addiction_analysis,23,1,7.98,5.02,2.59,3.12,4.75,189,0.8,0.64,0.6267,0.5638,0.6936,0.5449,0.568,0.1071,2,139,33,10.47,27.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2001,addiction_analysis,25,0,3.62,1.13,1.91,3.51,8.67,26,0.5,0.4,0.35,0.8418,0.8553,0.643,0.1065,0.6671,4,39,113,5.69,10.7,0,0,4,Unknown,Unknown,Unknown,Unknown
2002,addiction_analysis,25,0,4.22,1.59,1.95,3.47,7.14,38,0.8,0.64,0.5933,0.6235,0.7041,0.5791,0.2908,0.4486,2,49,50,5.67,12.9,1,0,4,Unknown,Unknown,Unknown,Unknown
2003,addiction_analysis,25,0,11.2,0.96,1.14,1.34,5.9,25,0.8,0.64,0.66,0.5925,0.6402,0.3709,0.8294,0.2714,2,100,25,11.77,29.4,3,1,4,Unknown,Unknown,Unknown,Unknown
2004,addiction_analysis,25,0.5,8.13,3.46,3.63,1.32,5.59,198,0.5,0.4,0.45,0.7647,0.7896,0.429,0.7391,0.2271,4,144,33,9.15,25.5,3,1,4,Unknown,Unknown,Unknown,Unknown
2005,addiction_analysis,34,0,10.66,2.59,0.83,5.84,7.9,157,0.8,0.64,0.66,0.6425,0.7752,0.8107,0.8135,0.5571,2,148,81,11.42,30.5,3,1,4,Unknown,Unknown,Unknown,Unknown
2006,addiction_analysis,28,0,8.13,5.35,1.36,1.66,6.86,30,0.5,0.4,0.45,0.7965,0.7998,0.4622,0.7391,0.4086,4,77,39,8.88,28.4,3,1,4,Unknown,Unknown,Unknown,Unknown
2007,addiction_analysis,23,0,9.3,2.66,0.74,2.95,8.07,76,0.2,0.16,0.2067,1,0.9885,0.6483,0.6069,0.5814,5,105,109,9.96,27.2,2,1,4,Unknown,Unknown,Unknown,Unknown
2008,addiction_analysis,28,0,11.49,1.71,3.23,1.87,8.78,113,0.5,0.4,0.45,0.8445,0.8061,0.4827,0.8379,0.6829,4,137,115,12.78,31.3,3,1,4,Unknown,Unknown,Unknown,Unknown
2009,addiction_analysis,34,0,6.97,2.11,1.7,1.41,8.16,167,0.2,0.16,0.2067,1,0.9423,0.4978,0.5383,0.5943,5,123,88,9.24,20.6,2,1,4,Unknown,Unknown,Unknown,Unknown
2010,addiction_analysis,22,0,5.83,5.77,2.31,5.84,6.38,118,0.2,0.16,0.2067,0.9645,1,0.9006,0.5048,0.34,5,94,151,8.65,23.2,2,1,4,Unknown,Unknown,Unknown,Unknown
2011,addiction_analysis,22,0,9.76,5.32,2.84,1.49,8.75,209,0.8,0.64,0.6267,0.6638,0.6447,0.3856,0.6204,0.6786,2,162,96,12.02,32.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2012,addiction_analysis,26,0,10.8,0.9,2.3,2.16,8.41,188,0.2,0.16,0.2067,1,0.9648,0.5711,0.651,0.63,5,162,110,13.55,28.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2013,addiction_analysis,33,1,7.15,5.91,2.76,5.2,7.51,198,0.5,0.4,0.45,0.8128,0.906,0.8081,0.7103,0.5014,4,136,16,8.37,26.7,3,1,4,Unknown,Unknown,Unknown,Unknown
2014,addiction_analysis,29,0.5,4.05,3.36,2.79,0.79,4.61,78,0.2,0.16,0.1733,0.9202,0.9237,0.4372,0.2858,0.0871,5,64,171,5.87,15.2,1,0,4,Unknown,Unknown,Unknown,Unknown
2015,addiction_analysis,22,0,9.97,1.56,2.58,5.34,7.62,165,0.8,0.64,0.66,0.6355,0.7602,0.7618,0.7932,0.5171,2,146,84,11.26,27.3,3,1,4,Unknown,Unknown,Unknown,Unknown
2016,addiction_analysis,32,1,3.11,1.58,2.52,4.19,8.32,220,0.2,0.16,0.14,1,1,0.7591,0.0915,0.6171,5,113,148,4.68,10.1,0,0,4,Unknown,Unknown,Unknown,Unknown
2017,addiction_analysis,22,0.5,3.24,5.72,0.2,5.38,7.54,94,0.2,0.16,0.24,0.9935,1,0.8611,0.5953,0.5057,5,64,143,6.04,16.7,3,1,4,Unknown,Unknown,Unknown,Unknown
2018,addiction_analysis,24,0.5,4.84,4.64,1.69,2.98,7.09,25,0.8,0.64,0.66,0.6222,0.6894,0.5312,0.6424,0.4414,2,49,145,5.76,19.1,3,1,4,Unknown,Unknown,Unknown,Unknown
2019,addiction_analysis,20,0.5,9.28,2.6,3.41,4.02,5.64,93,0.8,0.64,0.6267,0.586,0.7206,0.6328,0.6063,0.2343,2,111,126,11.97,27.1,2,1,4,Unknown,Unknown,Unknown,Unknown
2020,addiction_analysis,29,1,11.26,2.04,2.86,0.79,8.4,57,0.2,0.16,0.24,1,0.9237,0.4372,0.8312,0.6286,5,113,81,13.31,31.2,3,1,4,Unknown,Unknown,Unknown,Unknown
2021,addiction_analysis,18,1,3.7,5.44,1.17,1.1,6.05,250,0.8,0.64,0.6267,0.5963,0.633,0.3475,0.4422,0.2929,2,130,150,5.99,17.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2022,addiction_analysis,34,1,9.6,3.67,3.03,4.54,5.79,183,0.2,0.16,0.2067,0.9498,1,0.7891,0.6157,0.2557,5,150,32,10.25,29.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2023,addiction_analysis,29,0,6.65,5.41,1.36,4.28,8.25,68,0.2,0.16,0.2067,1,1,0.7669,0.5289,0.6071,5,80,148,8.74,24.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2024,addiction_analysis,27,0,7.12,2.44,0.2,0.73,7.38,46,0.5,0.4,0.4167,0.8095,0.7719,0.3713,0.5427,0.4829,4,75,118,8.91,21.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2025,addiction_analysis,21,0.5,7.38,4.99,2.2,0.7,8.83,175,0.5,0.4,0.45,0.8458,0.771,0.3684,0.7171,0.69,4,129,24,8.27,25.9,3,1,4,Unknown,Unknown,Unknown,Unknown
2026,addiction_analysis,34,1,9.25,4.05,0.82,4.36,6.46,47,0.5,0.4,0.45,0.7865,0.8808,0.726,0.7721,0.3514,4,93,108,11.04,29.2,3,1,4,Unknown,Unknown,Unknown,Unknown
2027,addiction_analysis,20,1,8.12,3.09,3.33,2.91,7.11,202,0.2,0.16,0.24,0.9828,0.9873,0.6443,0.7388,0.4443,5,146,148,9.12,24.9,3,1,4,Unknown,Unknown,Unknown,Unknown
2028,addiction_analysis,33,0,10.83,4.46,3.46,2.33,8.91,73,0.5,0.4,0.45,0.8478,0.8199,0.5277,0.8185,0.7014,4,116,110,11.8,33.8,3,1,4,Unknown,Unknown,Unknown,Unknown
2029,addiction_analysis,28,1,6.96,1.32,1.48,2.51,5.58,83,0.8,0.64,0.6267,0.5845,0.6753,0.4853,0.538,0.2257,2,89,163,9.1,19.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2030,addiction_analysis,30,0,6.6,1.28,1.87,4.77,6.67,163,0.5,0.4,0.4167,0.7917,0.8931,0.7661,0.5275,0.3814,4,118,26,7.27,18.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2031,addiction_analysis,35,0,7.36,5.28,0.02,5.31,5.41,58,0.2,0.16,0.2067,0.9402,1,0.8551,0.5498,0.2014,5,82,146,8.71,26.3,2,1,4,Unknown,Unknown,Unknown,Unknown
2032,addiction_analysis,30,0,6.87,3.58,2.59,1.9,4.81,114,0.2,0.16,0.2067,0.9252,0.957,0.5457,0.5354,0.1157,5,101,30,7.78,22.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2033,addiction_analysis,21,0.5,11.71,0.52,2.18,5,8.74,21,0.5,0.4,0.4167,0.8435,0.9,0.7886,0.6777,0.6771,4,102,152,14.5,30.1,2,1,4,Unknown,Unknown,Unknown,Unknown
2034,addiction_analysis,32,0.5,9.89,1.73,3.46,5.15,8.78,223,0.8,0.64,0.6267,0.6645,0.7545,0.7432,0.6242,0.6829,2,168,136,11.56,27.3,2,1,4,Unknown,Unknown,Unknown,Unknown
2035,addiction_analysis,27,1,4.26,1.21,2.93,4.09,8.65,70,0.2,0.16,0.1733,1,1,0.7506,0.292,0.6643,5,62,15,6.71,12.5,1,0,4,Unknown,Unknown,Unknown,Unknown
2036,addiction_analysis,22,0.5,3.66,5.05,2.87,2.03,5.37,192,0.8,0.64,0.66,0.5792,0.6609,0.4384,0.6076,0.1957,2,106,89,5.38,16.7,3,1,4,Unknown,Unknown,Unknown,Unknown
2037,addiction_analysis,33,0,10.64,4.3,1.79,3.08,7.91,233,0.8,0.64,0.6267,0.6428,0.6924,0.541,0.6463,0.5586,2,178,124,13.48,33,2,1,4,Unknown,Unknown,Unknown,Unknown
2038,addiction_analysis,29,1,9.39,2.89,3.09,2.71,6.55,95,0.8,0.64,0.6267,0.6088,0.6813,0.5048,0.6095,0.3643,2,113,25,11.41,27.8,2,1,4,Unknown,Unknown,Unknown,Unknown
2039,addiction_analysis,27,1,10.01,0.59,2.46,2.52,5.23,230,0.8,0.64,0.66,0.5758,0.6756,0.4862,0.7944,0.1757,2,172,87,12.87,25.9,3,1,4,Unknown,Unknown,Unknown,Unknown
2040,addiction_analysis,32,1,8.62,5.76,0.73,5.11,7.11,214,0.8,0.64,0.66,0.6228,0.7533,0.7393,0.7535,0.4443,2,155,81,9.73,30.2,3,1,4,Unknown,Unknown,Unknown,Unknown
2041,addiction_analysis,29,0.5,9.24,3.13,0.97,0.78,5.01,146,0.2,0.16,0.2067,0.9302,0.9234,0.4362,0.6051,0.1443,5,132,178,11.21,27.8,2,1,4,Unknown,Unknown,Unknown,Unknown
2042,addiction_analysis,21,0,3.39,2.68,3.32,1.33,4.54,149,0.5,0.4,0.3833,0.7385,0.7899,0.43,0.2664,0.0771,4,87,23,4.23,12.5,1,0,4,Unknown,Unknown,Unknown,Unknown
2043,addiction_analysis,28,0.5,8.38,5.25,3.67,1.62,5.93,149,0.5,0.4,0.4167,0.7732,0.7986,0.4583,0.5798,0.2757,4,127,143,10.66,28.8,2,1,4,Unknown,Unknown,Unknown,Unknown
2044,addiction_analysis,23,0.5,3.97,3.64,1.89,1,5.63,82,0.8,0.64,0.5933,0.5858,0.63,0.3377,0.2834,0.2329,2,65,144,6.78,15.4,1,0,4,Unknown,Unknown,Unknown,Unknown
2045,addiction_analysis,25,1,10.31,0.63,0.83,5.68,8.77,197,0.5,0.4,0.45,0.8442,0.9204,0.855,0.8032,0.6814,4,161,50,12.85,26.7,3,1,4,Unknown,Unknown,Unknown,Unknown
2046,addiction_analysis,34,1,4.28,2.66,1.33,5.22,7.17,62,0.5,0.4,0.35,0.8042,0.9066,0.8101,0.1259,0.4529,4,59,142,6.45,14.7,0,0,4,Unknown,Unknown,Unknown,Unknown
2047,addiction_analysis,22,0,3.19,2.65,0.2,2.17,7.86,222,0.8,0.64,0.5933,0.6415,0.6651,0.452,0.2605,0.5514,2,114,19,4.49,12,1,0,4,Unknown,Unknown,Unknown,Unknown
2048,addiction_analysis,24,0,10.42,3.23,0.46,5.75,5.41,34,0.2,0.16,0.24,0.9402,1,0.8929,0.8065,0.2014,5,97,180,12.66,30.9,3,1,4,Unknown,Unknown,Unknown,Unknown
2049,addiction_analysis,24,1,6.43,4.42,3.33,1.6,4.56,34,0.8,0.64,0.6267,0.559,0.648,0.3963,0.5225,0.08,2,65,29,8.74,22.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2050,addiction_analysis,35,0.5,6.99,1.13,0.01,5.67,8.34,156,0.8,0.64,0.6267,0.6535,0.7701,0.794,0.5389,0.62,2,118,26,7.92,19.2,2,1,4,Unknown,Unknown,Unknown,Unknown
2051,addiction_analysis,26,0.5,3.58,3.49,3.77,4.66,7.31,32,0.2,0.16,0.14,0.9878,1,0.7994,0.1053,0.4729,5,41,174,5.93,14.2,0,0,4,Unknown,Unknown,Unknown,Unknown
2052,addiction_analysis,32,0.5,6.75,0.99,3.08,2.67,6.9,184,0.2,0.16,0.1733,0.9775,0.9801,0.6209,0.3652,0.4143,5,128,21,8.53,18.4,1,0,4,Unknown,Unknown,Unknown,Unknown
2053,addiction_analysis,31,1,7.68,2.42,3.94,4.69,5.86,137,0.2,0.16,0.1733,0.9515,1,0.802,0.3925,0.2657,5,116,80,10.1,22.8,1,0,4,Unknown,Unknown,Unknown,Unknown
2054,addiction_analysis,20,0.5,3.33,2.42,2.19,1.67,8.01,82,0.5,0.4,0.35,0.8252,0.8001,0.4632,0.0979,0.5729,4,59,17,5.99,12,0,0,4,Unknown,Unknown,Unknown,Unknown
2055,addiction_analysis,32,0,8.57,2.1,0.56,3.57,8.94,211,0.5,0.4,0.45,0.8485,0.8571,0.6488,0.7521,0.7057,4,153,93,9.42,24.6,3,1,4,Unknown,Unknown,Unknown,Unknown
2056,addiction_analysis,29,0.5,8.83,4.67,0.42,4.97,6.42,196,0.5,0.4,0.4167,0.7855,0.8991,0.7856,0.593,0.3457,4,149,40,10.6,29.1,2,1,4,Unknown,Unknown,Unknown,Unknown
2057,addiction_analysis,34,0,7.88,5.77,1.64,1.8,6.95,190,0.8,0.64,0.6267,0.6188,0.654,0.4159,0.5651,0.4214,2,139,106,8.44,28.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2058,addiction_analysis,30,0.5,4.55,1.37,1.7,2.89,6.82,196,0.8,0.64,0.5933,0.6155,0.6867,0.5224,0.3005,0.4029,2,115,146,5.08,13.4,1,0,4,Unknown,Unknown,Unknown,Unknown
2059,addiction_analysis,30,0,3.77,2.67,3.27,1.43,6.98,184,0.8,0.64,0.5933,0.6195,0.6429,0.3797,0.2775,0.4257,2,104,169,5.96,13.4,1,0,4,Unknown,Unknown,Unknown,Unknown
2060,addiction_analysis,25,0,10.28,3.61,0.42,2.28,7.3,142,0.5,0.4,0.45,0.8075,0.8184,0.5228,0.8024,0.4714,4,139,134,11.16,31.1,3,1,4,Unknown,Unknown,Unknown,Unknown
2061,addiction_analysis,18,0,7.94,1.53,2.23,5.78,6.89,101,0.8,0.64,0.5933,0.6173,0.7734,0.8048,0.4002,0.4129,2,104,22,10.75,22.1,1,0,4,Unknown,Unknown,Unknown,Unknown
2062,addiction_analysis,21,1,11.03,4.79,1.32,3.53,5.35,37,0.5,0.4,0.45,0.7587,0.8559,0.6449,0.8244,0.1929,4,103,50,13.01,34.8,3,1,4,Unknown,Unknown,Unknown,Unknown
2063,addiction_analysis,35,0.5,7.8,0.94,0.46,5.87,6.87,30,0.5,0.4,0.3833,0.7968,0.9261,0.8736,0.3961,0.41,4,74,29,10.48,20.9,1,0,4,Unknown,Unknown,Unknown,Unknown
2064,addiction_analysis,23,0.5,5.36,3.77,2.55,3.38,6.51,233,0.5,0.4,0.35,0.7877,0.8514,0.6303,0.1576,0.3586,4,136,140,6.73,19.1,0,0,4,Unknown,Unknown,Unknown,Unknown
2065,addiction_analysis,18,0,9.97,3.74,0.07,1.06,8.45,107,0.8,0.64,0.6267,0.6562,0.6318,0.3436,0.6266,0.6357,2,123,177,10.5,30.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2066,addiction_analysis,26,1,4.54,4.65,0.09,4.14,7.2,58,0.2,0.16,0.2067,0.985,1,0.7549,0.4669,0.4571,5,60,61,5.45,18.3,2,1,4,Unknown,Unknown,Unknown,Unknown
2067,addiction_analysis,35,0.5,3.14,1.42,0.17,4.8,6.74,70,0.5,0.4,0.3833,0.7935,0.894,0.769,0.259,0.3914,4,53,20,5.99,10,1,0,4,Unknown,Unknown,Unknown,Unknown
2068,addiction_analysis,31,0.5,4.25,4.36,2.3,2.5,6.61,222,0.2,0.16,0.24,0.9702,0.975,0.6043,0.625,0.3729,5,123,177,5.47,17.2,3,1,4,Unknown,Unknown,Unknown,Unknown
2069,addiction_analysis,20,0.5,10.26,4.69,1.22,5.7,8.82,114,0.5,0.4,0.4167,0.8455,0.921,0.857,0.6351,0.6886,4,128,119,12.46,32.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2070,addiction_analysis,30,0,7.88,3.21,0.83,4.05,5.64,115,0.8,0.64,0.6267,0.586,0.7215,0.6357,0.5651,0.2343,2,109,71,9.02,24.5,2,1,4,Unknown,Unknown,Unknown,Unknown
2071,addiction_analysis,31,0.5,11.07,5.86,2.65,2.8,8.67,151,0.5,0.4,0.45,0.8418,0.834,0.5736,0.8256,0.6671,4,149,65,13.24,36.5,3,1,4,Unknown,Unknown,Unknown,Unknown
2072,addiction_analysis,25,0,8.95,5.6,2.62,5.7,7.33,238,0.2,0.16,0.24,0.9882,1,0.8886,0.7632,0.4757,5,167,121,11.53,30.8,3,1,4,Unknown,Unknown,Unknown,Unknown
2073,addiction_analysis,34,1,5.82,1.35,3.44,4.96,6.63,154,0.8,0.64,0.56,0.6108,0.7488,0.7247,0.1712,0.3757,2,108,135,6.33,16.6,0,0,4,Unknown,Unknown,Unknown,Unknown
2074,addiction_analysis,31,0,9.94,3.86,0.87,5.06,5.63,82,0.8,0.64,0.6267,0.5858,0.7518,0.7344,0.6257,0.2329,2,112,125,12.93,30.6,2,1,4,Unknown,Unknown,Unknown,Unknown
2075,addiction_analysis,18,1,9.87,4.85,1.28,0.83,8.98,28,0.5,0.4,0.45,0.8495,0.7749,0.3811,0.7903,0.7114,4,90,167,10.81,31.9,3,1,4,Unknown,Unknown,Unknown,Unknown
2076,addiction_analysis,18,0.5,3.46,1.58,0.69,5.92,7.22,70,0.5,0.4,0.35,0.8055,0.9276,0.8785,0.1018,0.46,4,56,160,4.07,11,0,0,4,Unknown,Unknown,Unknown,Unknown
2077,addiction_analysis,33,1,11.16,5.14,2.36,1.98,8.05,108,0.2,0.16,0.2067,1,0.9594,0.5535,0.6616,0.5786,5,132,175,14.08,35.6,2,1,4,Unknown,Unknown,Unknown,Unknown
2078,addiction_analysis,31,0.5,4.24,3.58,1.4,2.45,7.54,196,0.5,0.4,0.35,0.8135,0.8235,0.5394,0.1247,0.5057,4,112,177,4.75,16,0,0,4,Unknown,Unknown,Unknown,Unknown
2079,addiction_analysis,21,1,5.8,2.39,3.54,1.27,6.59,87,0.5,0.4,0.35,0.7897,0.7881,0.4241,0.1706,0.37,4,81,74,8.36,18.1,0,0,4,Unknown,Unknown,Unknown,Unknown
2080,addiction_analysis,21,0.5,4.01,1.81,1.41,0.66,8.97,62,0.5,0.4,0.35,0.8492,0.7698,0.3645,0.1179,0.71,4,57,117,5.4,12.7,0,0,4,Unknown,Unknown,Unknown,Unknown
2081,addiction_analysis,31,0,10.56,2.59,0.73,4.17,5,33,0.2,0.16,0.24,0.93,1,0.7574,0.8106,0.1429,5,98,149,11.97,30.3,3,1,4,Unknown,Unknown,Unknown,Unknown
2082,addiction_analysis,27,1,6.08,0.94,2.53,2.87,4.68,174,0.2,0.16,0.1733,0.922,0.9861,0.6404,0.3455,0.0971,5,118,175,6.78,16.6,1,0,4,Unknown,Unknown,Unknown,Unknown
2083,addiction_analysis,33,1,8.99,5.58,1.38,2.47,7.9,76,0.5,0.4,0.45,0.8225,0.8241,0.5414,0.7644,0.5571,4,102,131,11.24,30.8,3,1,4,Unknown,Unknown,Unknown,Unknown
2084,addiction_analysis,35,0,10.61,2.79,0.8,2.93,6.23,235,0.8,0.64,0.66,0.6008,0.6879,0.5263,0.8121,0.3186,2,179,50,13.22,30.7,3,1,4,Unknown,Unknown,Unknown,Unknown
2085,addiction_analysis,31,0.5,9.47,4.69,2.99,4.69,5.66,45,0.2,0.16,0.2067,0.9465,1,0.802,0.6119,0.2371,5,94,59,11.85,30.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2086,addiction_analysis,32,0.5,6.53,0.58,2.49,0.83,7.07,41,0.2,0.16,0.1733,0.9818,0.9249,0.4411,0.3587,0.4386,5,69,169,9.11,17.2,1,0,4,Unknown,Unknown,Unknown,Unknown
2087,addiction_analysis,28,0.5,11.55,2.9,1.98,0.83,6.01,202,0.8,0.64,0.6267,0.5953,0.6249,0.3211,0.673,0.2871,2,173,99,13.85,33.2,2,1,4,Unknown,Unknown,Unknown,Unknown
2088,addiction_analysis,31,0.5,6.97,4.22,0.4,1.45,7.92,91,0.8,0.64,0.66,0.643,0.6435,0.3817,0.705,0.56,2,92,73,9.54,23.8,3,1,4,Unknown,Unknown,Unknown,Unknown
2089,addiction_analysis,29,0.5,10.65,1,1.17,1.34,5.15,175,0.5,0.4,0.4167,0.7537,0.7902,0.4309,0.6466,0.1643,4,155,77,12.15,28.1,2,1,4,Unknown,Unknown,Unknown,Unknown
2090,addiction_analysis,23,0.5,10.07,1.81,0.99,1.23,6.13,114,0.2,0.16,0.2067,0.9582,0.9369,0.4802,0.6295,0.3043,5,126,128,11.52,27.9,2,1,4,Unknown,Unknown,Unknown,Unknown
2091,addiction_analysis,28,1,5.64,0.63,1.14,1.92,8.53,153,0.2,0.16,0.1733,1,0.9576,0.5476,0.3325,0.6471,5,106,66,7.76,15,1,0,4,Unknown,Unknown,Unknown,Unknown
2092,addiction_analysis,20,0,10.98,4.27,3.42,4.15,7.13,143,0.2,0.16,0.2067,0.9832,1,0.7557,0.6563,0.4471,5,145,45,13.18,33.9,2,1,4,Unknown,Unknown,Unknown,Unknown
2093,addiction_analysis,22,0.5,9.15,1.13,2.69,3.07,5.07,220,0.5,0.4,0.4167,0.7517,0.8421,0.6,0.6025,0.1529,4,161,101,11.67,24.6,2,1,4,Unknown,Unknown,Unknown,Unknown
2094,addiction_analysis,21,0.5,10.58,1.28,2.46,4.59,7.79,145,0.2,0.16,0.2067,0.9998,1,0.7934,0.6445,0.5414,5,143,73,13.13,28.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2095,addiction_analysis,35,1,5.22,3.62,0.3,2.27,5.48,137,0.2,0.16,0.1733,0.942,0.9681,0.5818,0.3202,0.2114,5,97,126,7.67,18.5,1,0,4,Unknown,Unknown,Unknown,Unknown
2096,addiction_analysis,34,1,9.14,3.18,1.77,2.11,8.33,209,0.2,0.16,0.2067,1,0.9633,0.5662,0.6022,0.6186,5,157,173,11.74,27.6,2,1,4,Unknown,Unknown,Unknown,Unknown
2097,addiction_analysis,26,0.5,5.47,0.78,3.24,1.48,5.09,185,0.8,0.64,0.5933,0.5722,0.6444,0.3846,0.3275,0.1557,2,118,111,7.83,14.8,1,0,4,Unknown,Unknown,Unknown,Unknown
2098,addiction_analysis,19,1,10.98,4.6,1.24,2.4,4.75,172,0.5,0.4,0.4167,0.7437,0.822,0.5345,0.6563,0.1071,4,157,95,12.74,34.4,2,1,4,Unknown,Unknown,Unknown,Unknown
2099,addiction_analysis,19,1,5.45,3.83,2.88,1.63,6.34,196,0.5,0.4,0.35,0.7835,0.7989,0.4593,0.1603,0.3343,4,122,132,7.65,19.4,0,0,4,Unknown,Unknown,Unknown,Unknown
2100,addiction_analysis,31,1,7.88,1.03,0.3,1.84,6.97,53,0.2,0.16,0.1733,0.9792,0.9552,0.5398,0.3984,0.4243,5,84,129,8.81,21.2,1,0,4,Unknown,Unknown,Unknown,Unknown
2101,addiction_analysis,25,1,5.53,0.83,2.18,1.38,4.51,80,0.2,0.16,0.14,0.9178,0.9414,0.4948,0.1626,0.0729,5,76,152,7.67,15.1,0,0,4,Unknown,Unknown,Unknown,Unknown
2102,addiction_analysis,19,0,9.94,4.57,2.74,0.92,7.89,119,0.8,0.64,0.6267,0.6422,0.6276,0.3299,0.6257,0.5557,2,127,148,10.74,31.7,2,1,4,Unknown,Unknown,Unknown,Unknown
2103,addiction_analysis,18,0.5,5.14,3.61,2.67,0.97,8.72,142,0.8,0.64,0.5933,0.663,0.6291,0.3348,0.3178,0.6743,2,98,77,7.49,18.3,1,0,4,Unknown,Unknown,Unknown,Unknown
